category,Image_AUROC,Pixel_AUROC,PRO_score
carpet,0.9931781701444623,0.9914832159016669,
grid,0.8796992481203008,0.9387717213079648,
leather,1.0,0.9916551924084925,
tile,0.9592352092352093,0.9029175275211311,
wood,0.986842105263158,0.9405398774831837,
bottle,0.9968253968253968,0.9843010523882911,
cable,0.8191529235382309,0.9535149578506119,
capsule,0.9042680494615077,0.9874362062706373,
